Utbildningsområde;SUN5 inriktning;SUN5 inriktning namn;Utbildningsnamn;Beslut;Diarienummer;Flera kommuner;Antal kommuner;Län;Kommun;YH-poäng;Studieform;Studietakt %;Typ av examen;SeQF nivå;Smalt yrkesområde;Utbildningsanordnare administrativ enhet;Huvudmannatyp;Sökta utbildningsomgångar;Beviljade utbildningsomgångar;Sökta platser per utbildningsomgång;Sökta platser totalt;Beviljade platser utbildningsomgång 1;Beviljade platser utbildningsomgång 2;Beviljade platser utbildningsomgång 3;Beviljade platser utbildningsomgång 4;Beviljade platser utbildningsomgång 5;Beviljade platser totalt
Hälso- och sjukvård samt socialt arbete;727xa;Utbildningar till apotekstekniker;Apotekstekniker;Avslag;MYH 2024/4161;Ja;3;Flera kommuner;Flera kommuner;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Elevera Education Group;Privat;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;729zy;Övriga utbildningar - hälso- och sjukvård;Funktionsmedicinare;Avslag;MYH 2024/3470;Nej;1;Värmland;Arvika;600;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;Arvika Kommun;Kommun;3;0;20;60;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Behandlingspedagog;Avslag;MYH 2024/3394;Nej;1;Västra Götaland;Göteborg;420;Distans;100;Yrkeshögskoleexamen;5;Nej;Cady training utbildningar AB;Privat;5;0;12;60;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Behandlingspedagog;Avslag;MYH 2024/3461;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Bromma folkhögskola;Privat;5;0;30;150;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Behandlingspedagog - neuropsykiatriska funktionsnedsättningar;Avslag;MYH 2024/3401;Nej;1;Jönköping;Eksjö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Eksjö kommun;Kommun;4;0;35;140;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Behandlingspedagog med inriktning samsjuklighet;Avslag;MYH 2024/3826;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Föreningen Furuboda;Privat;3;0;25;75;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3548;Nej;1;Gävleborg;Hudiksvall;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Hudiksvall kommun CUL;Kommun;5;3;32;160;32;32;32;0;0;96
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3696;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Finska folkhögskolans stiftelse;Privat;3;3;20;60;20;20;20;0;0;60
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3760;Nej;1;Skåne;Eslöv;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Eslövs Folkhögskola;Privat;5;3;27;135;27;27;27;0;0;81
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3780;Nej;1;Kronoberg;Växjö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;3;35;105;35;35;35;0;0;105
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3795;Nej;1;Östergötland;Linköping;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;5;3;35;175;35;35;35;0;0;105
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3867;Nej;1;Västra Götaland;Trollhättan;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;3;3;35;105;35;35;35;0;0;105
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3869;Nej;1;Uppsala;Uppsala;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;4;3;35;140;35;35;35;0;0;105
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/3995;Ja;2;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sverigehälsan AB;Privat;5;3;35;175;35;35;35;0;0;105
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Beviljad;MYH 2024/4111;Nej;1;Stockholm;Nacka;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Sverigehälsan AB;Privat;5;3;35;175;35;35;35;0;0;105
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/2959;Nej;1;Blekinge;Karlskrona;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Karlskrona;Privat;4;0;35;140;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3136;Nej;1;Östergötland;Linköping;400;Distans;100;Yrkeshögskoleexamen;5;Nej;KompetensUtvecklingsInstitutet Sverige AB;Privat;5;0;30;150;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3138;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;KompetensUtvecklingsInstitutet Sverige AB;Privat;5;0;35;175;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3139;Nej;1;Västra Götaland;Göteborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;KompetensUtvecklingsInstitutet Sverige AB;Privat;5;0;35;175;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3140;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;KompetensUtvecklingsInstitutet Sverige AB;Privat;5;0;30;150;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3142;Nej;1;Skåne;Helsingborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;KompetensUtvecklingsInstitutet Sverige AB;Privat;5;0;30;150;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3143;Ja;3;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;KompetensUtvecklingsInstitutet Sverige AB;Privat;5;0;30;150;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3258;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3337;Nej;1;Norrbotten;Boden;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Iris Hadar AB;Privat;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3398;Nej;1;Västra Götaland;Göteborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;4;0;35;140;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3423;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;ALEA Kompetenshöjning AB;Privat;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3424;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;ALEA Kompetenshöjning AB;Privat;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3449;Nej;1;Västra Götaland;Göteborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Cady training utbildningar AB;Privat;5;0;21;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3542;Nej;1;Blekinge;Karlshamn;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;5;0;20;100;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3543;Nej;1;Norrbotten;Piteå;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;5;0;35;175;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3606;Nej;1;Västra Götaland;Borås;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Borås Stad - Yrkeshögskolan i Borås;Kommun;4;0;30;120;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3764;Nej;1;Västmanland;Västerås;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola;Kommun;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3781;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;5;0;35;175;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3787;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Vårdyrkeshögskolan;Privat;5;0;35;175;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3860;Nej;1;Dalarna;Borlänge;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/3977;Nej;1;Värmland;Forshaga;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Forshaga kommun, Forshaga Yrkeshögskola;Kommun;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog;Avslag;MYH 2024/4087;Nej;1;Värmland;Forshaga;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Forshaga kommun, Forshaga Yrkeshögskola;Kommun;3;0;30;90;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Socialpedagog/Behandlingspedagog: KBT-inriktning mot kriminalitet;Avslag;MYH 2024/3912;Nej;1;Västernorrland;Örnsköldsvik;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Föreningen Mellansels folkhögskola;Privat;3;0;12;36;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762ca;Utbildningar till behandlingsassistent/behandlingspedagog;Ungdomsutvecklare skola och institution;Avslag;MYH 2024/3665;Nej;1;Västra Götaland;Göteborg;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;3;0;35;105;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762cy;Övriga utbildningar social omsorg, socialpedagogisk behandling;Aktiveringspedagog inriktning djur och natur;Avslag;MYH 2024/3955;Nej;1;Västmanland;Västerås;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Vårdyrkeshögskolan;Privat;5;0;20;100;0;0;0;0;0;0
Hälso- och sjukvård samt socialt arbete;762xy;Övriga utbildningar inom socialt arbete;Samhällsbärare inom skydd och säkerhet;Avslag;MYH 2024/3928;Nej;1;Skåne;Vellinge;250;Bunden;100;Yrkeshögskoleexamen;5;Nej;Östra Grevie Folkhögskoleförening;Privat;5;0;35;175;0;0;0;0;0;0
Journalistik och information;321aa;Utbildningar inom journalistik;Framtidens journalistik - ett beständigt och föränderligt yrke;Avslag;MYH 2024/4265;Nej;1;Dalarna;Borlänge;400;Bunden;100;Yrkeshögskoleexamen;5;Ja;Brunnsvik Folkhögskola;Privat;2;0;20;40;0;0;0;0;0;0
Journalistik och information;321ab;Utbildningar inom bildjournalistik;Bildjournalist, yrkesfotograf - fotografi och rörlig bild;Beviljad;MYH 2024/3264;Nej;1;Uppsala;Håbo;600;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stiftelsen Nordens Biskops-Arnö;Privat;5;3;18;90;18;18;18;0;0;54
Journalistik och information;321ba;Utbildningar inom kommunikation;Digital Kommunikatör - SoMe;Beviljad;MYH 2024/4215;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;3;35;105;35;35;35;0;0;105
Journalistik och information;321ba;Utbildningar inom kommunikation;Digital marknadskommunikatör inriktning AI;Avslag;MYH 2024/3212;Nej;1;Skåne;Malmö;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;35;105;0;0;0;0;0;0
Journalistik och information;321by;Övriga utbildningar medie- och kommunikationsvetenskap;Tjänstedesigner;Avslag;MYH 2024/3873;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;Göteborgs Stad, Yrgo;Kommun;3;0;20;60;0;0;0;0;0;0
Journalistik och information;321xa;Utbildningar inom teknikinformation;Teknikinformatör;Beviljad;MYH 2024/3256;Ja;5;Flera kommuner;Flera kommuner;230;Distans;100;Yrkeshögskoleexamen;5;Nej;Folkuniversitetet Kursverksamheten vid Göteborgs universitet;Privat;5;3;35;175;35;35;35;0;0;105
Journalistik och information;321xa;Utbildningar inom teknikinformation;Teknikinformatör;Avslag;MYH 2024/3009;Nej;1;Stockholm;Solna;220;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Stockholm;Privat;4;0;35;140;0;0;0;0;0;0
Juridik;380xa;Utbildningar till paralegal/juristassistent;IP Paralegal;Avslag;MYH 2024/3314;Ja;2;Flera kommuner;Flera kommuner;230;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Juridik;380xa;Utbildningar till paralegal/juristassistent;Paralegal;Avslag;MYH 2024/3077;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Helsingborg;Privat;4;0;35;140;0;0;0;0;0;0
Juridik;380xa;Utbildningar till paralegal/juristassistent;Paralegal;Avslag;MYH 2024/3556;Nej;1;Halland;Varberg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Campus Varberg/Varbergs kommun;Kommun;5;0;20;100;0;0;0;0;0;0
Juridik;380xa;Utbildningar till paralegal/juristassistent;Paralegal;Avslag;MYH 2024/4058;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Medborgarskolan i Stockholm - Påhlmans Handelsinstitut;Privat;2;0;35;70;0;0;0;0;0;0
Juridik;380xy;Övriga utbildningar i juridik och rättsvetenskap;Dokumentcontroller / registrator;Beviljad;MYH 2024/4080;Nej;1;Stockholm;Botkyrka;200;Distans;100;Yrkeshögskoleexamen;5;Nej;Xenter Yrkeshögskola;Kommun;3;2;35;105;35;35;0;0;0;70
Kultur, media och design;210zy;Övriga utbildningar inom konst och media;Kulturverkstan - Internationell kulturprojektledare;Beviljad;MYH 2024/3498;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Nätverkstan Kultur AB;Privat;5;3;35;175;35;35;35;0;0;105
Kultur, media och design;212ad;Utbildningar inom musikproduktion;Forsbergs, Spelutvecklare – Interactive Sound Design;Avslag;MYH 2024/4172;Nej;1;Stockholm;Stockholm;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Forsbergs Skola;Privat;3;0;20;60;0;0;0;0;0;0
Kultur, media och design;212ad;Utbildningar inom musikproduktion;Ljud & Musikproducent;Beviljad;MYH 2024/3466;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Audio Production Academy AB;Privat;3;3;20;60;20;20;20;0;0;60
Kultur, media och design;212ad;Utbildningar inom musikproduktion;Ljud och musikproducent;Avslag;MYH 2024/3625;Nej;1;Jönköping;Jönköping;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Jönköpings kommun;Kommun;5;0;20;100;0;0;0;0;0;0
Kultur, media och design;212ad;Utbildningar inom musikproduktion;Stockholm Musikproduktion & låtskrivande;Avslag;MYH 2024/4211;Nej;1;Stockholm;Stockholm;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;Kulturama;Privat;3;0;24;72;0;0;0;0;0;0
Kultur, media och design;213ba;Utbildningar inom film- och Tv-produktion;Professional Video Editor;Beviljad;MYH 2024/4187;Nej;1;Stockholm;Stockholm;325;Bunden;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;3;35;105;35;35;35;0;0;105
Kultur, media och design;213ba;Utbildningar inom film- och Tv-produktion;TV-Produktionsspecialist;Avslag;MYH 2024/4186;Nej;1;Stockholm;Stockholm;450;Bunden;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;0;35;105;0;0;0;0;0;0
Kultur, media och design;213bb;Utbildningar till film- och Tv-producent;Produktionsledare film och tv-produktion;Beviljad;MYH 2024/4056;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stockholms stad, Frans Schartaus Handelsinstitut;Kommun;3;3;20;60;20;20;20;0;0;60
Kultur, media och design;213da;Utbildningar till fotograf;Kommersiell Fotograf;Avslag;MYH 2024/3467;Nej;1;Stockholm;Stockholm;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Folkuniversitetet - Kursverksamheten vid Stockholms universitet;Privat;5;0;20;100;0;0;0;0;0;0
Kultur, media och design;213db;Utbildningar mot grafisk formgivning, design och copywriting;Art Director & Copywriter;Beviljad;MYH 2024/3838;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;4;3;28;112;28;28;28;0;0;84
Kultur, media och design;213db;Utbildningar mot grafisk formgivning, design och copywriting;Design Lead;Avslag;MYH 2024/3427;Nej;1;Stockholm;Stockholm;225;Bunden;100;Yrkeshögskoleexamen;5;Nej;Hyper Island Program AB - Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Kultur, media och design;213db;Utbildningar mot grafisk formgivning, design och copywriting;Digital Designer;Avslag;MYH 2024/3475;Nej;1;Värmland;Sunne;410;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sunne kommun/Brobygrafiska;Kommun;5;0;35;175;0;0;0;0;0;0
Kultur, media och design;213db;Utbildningar mot grafisk formgivning, design och copywriting;IP grafisk produktion och form;Beviljad;MYH 2024/3931;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;5;3;25;125;25;25;25;0;0;75
Kultur, media och design;213dc;Utbildningar inom medieproduktion;Content Producer;Avslag;MYH 2024/3811;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sveriges Yrkeshögskola AB - Stockholm Yrkeshögskola;Privat;3;0;35;105;0;0;0;0;0;0
Kultur, media och design;213dc;Utbildningar inom medieproduktion;Digital Content Designer;Beviljad;MYH 2024/3993;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;3;32;96;32;32;32;0;0;96
Kultur, media och design;213dc;Utbildningar inom medieproduktion;Digital Content Designer;Avslag;MYH 2024/4072;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;0;32;96;0;0;0;0;0;0
Kultur, media och design;213dc;Utbildningar inom medieproduktion;Digital innehållsproducent;Avslag;MYH 2024/3452;Ja;2;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;35;105;0;0;0;0;0;0
Kultur, media och design;213dc;Utbildningar inom medieproduktion;Digital utbildningsproducent;Avslag;MYH 2024/3523;Ja;2;Flera kommuner;Flera kommuner;225;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Affärshögskolan;Privat;3;0;30;90;0;0;0;0;0;0
Kultur, media och design;213dc;Utbildningar inom medieproduktion;Video Content Producer;Avslag;MYH 2024/4169;Nej;1;Stockholm;Stockholm;320;Bunden;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;0;35;105;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Animation artist - visuell berättare i spel och film;Avslag;MYH 2024/3420;Nej;1;Västerbotten;Skellefteå;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Visual Magic Education AB;Privat;3;0;20;60;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Computer Graphics Design - Produktvisualisering;Beviljad;MYH 2024/3702;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;5;3;30;150;30;30;30;0;0;90
Kultur, media och design;213de;Utbildningar till spelgrafiker;Forsbergs, Spelutvecklare – Game Art;Avslag;MYH 2024/4176;Nej;1;Stockholm;Stockholm;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Forsbergs Skola;Privat;3;0;20;60;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Futuregames Animator and VFX Artist;Avslag;MYH 2024/3898;Nej;1;Skåne;Malmö;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Malmö;Privat;2;0;30;60;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Futuregames Game Artist Specialization 1;Avslag;MYH 2024/2909;Ja;3;Flera kommuner;Flera kommuner;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Boden;Privat;3;0;30;90;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Futuregames Game Artist Specialization 1;Avslag;MYH 2024/3027;Ja;2;Flera kommuner;Flera kommuner;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Karlstad;Privat;3;0;30;90;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Futuregames Game Artist Specialization 1;Avslag;MYH 2024/3170;Nej;1;Skåne;Malmö;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Malmö;Privat;3;0;30;90;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Futuregames Game Artist Specialization 1;Avslag;MYH 2024/3171;Ja;2;Flera kommuner;Flera kommuner;550;Distans;100;Yrkeshögskoleexamen;5;Nej;Futuregames Malmö;Privat;3;0;30;90;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Product Visual Designer - 3D Animator;Avslag;MYH 2024/3748;Nej;1;Östergötland;Linköping;410;Bunden;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Teknikhögskolan;Privat;4;0;30;120;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Spelgrafiker;Beviljad;MYH 2024/3857;Nej;1;Skåne;Malmö;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;TGA Utbildning AB;Privat;4;3;25;100;25;25;25;0;0;75
Kultur, media och design;213de;Utbildningar till spelgrafiker;Spelgrafiker;Beviljad;MYH 2024/3864;Nej;1;Stockholm;Stockholm;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;TGA Utbildning AB;Privat;4;3;25;100;25;25;25;0;0;75
Kultur, media och design;213de;Utbildningar till spelgrafiker;TECH CONTENT CREATOR/TECH ARTIST;Avslag;MYH 2024/4198;Nej;1;Stockholm;Stockholm;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;0;28;84;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;Technical Artist för spel, film och simulering;Avslag;MYH 2024/3421;Nej;1;Västerbotten;Skellefteå;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Visual Magic Education AB;Privat;3;0;20;60;0;0;0;0;0;0
Kultur, media och design;213de;Utbildningar till spelgrafiker;VFX-artist: 3D-visualisering och digital compositing;Avslag;MYH 2024/3388;Nej;1;Västerbotten;Skellefteå;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Visual Magic Education AB;Privat;5;0;30;150;0;0;0;0;0;0
Kultur, media och design;213df;Utbildningar till speldesigner;Futuregames Game Designer Specialization;Avslag;MYH 2024/3028;Ja;2;Flera kommuner;Flera kommuner;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Karlstad;Privat;3;0;30;90;0;0;0;0;0;0
Kultur, media och design;213df;Utbildningar till speldesigner;Futuregames Game Designer Specialization;Avslag;MYH 2024/3902;Nej;1;Skåne;Malmö;550;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Malmö;Privat;2;0;30;60;0;0;0;0;0;0
Kultur, media och design;213df;Utbildningar till speldesigner;Futuregames Game Producer;Avslag;MYH 2024/3016;Ja;2;Flera kommuner;Flera kommuner;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;Futuregames Stockholm;Privat;3;0;30;90;0;0;0;0;0;0
