Utbildningsområde;SUN5 inriktning;SUN5 inriktning namn;Utbildningsnamn;Beslut;Diarienummer;Flera kommuner;Antal kommuner;Län;Kommun;YH-poäng;Studieform;Studietakt %;Typ av examen;SeQF nivå;Smalt yrkesområde;Utbildningsanordnare administrativ enhet;Huvudmannatyp;Sökta utbildningsomgångar;Beviljade utbildningsomgångar;Sökta platser per utbildningsomgång;Sökta platser totalt;Beviljade platser utbildningsomgång 1;Beviljade platser utbildningsomgång 2;Beviljade platser utbildningsomgång 3;Beviljade platser utbildningsomgång 4;Beviljade platser utbildningsomgång 5;Beviljade platser totalt
Ekonomi, administration och försäljning;340xy;Övriga utbildningar företagsekonomi, handel och administration;Hållbarhetsstrateg;Avslag;MYH 2024/3778;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Stockholms Internationella Handelsskola AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;340xy;Övriga utbildningar företagsekonomi, handel och administration;Hållbarhetsutvecklare;Beviljad;MYH 2024/3799;Nej;1;Västra Götaland;Göteborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;340xy;Övriga utbildningar företagsekonomi, handel och administration;Hållbarhetsutvecklare;Avslag;MYH 2024/3216;Nej;1;Skåne;Ängelholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Campus Ängelholm AB;Privat;5;0;25;125;0;0;0;0;0;0
Ekonomi, administration och försäljning;340xy;Övriga utbildningar företagsekonomi, handel och administration;Hållbarhetsutvecklare;Avslag;MYH 2024/4248;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Stockholm School of Business;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;340xy;Övriga utbildningar företagsekonomi, handel och administration;Hållbarhetsutvecklare med CSRD/CSDDD-kompetens;Avslag;MYH 2024/3460;Nej;1;Stockholm;Stockholm;420;Distans;100;Yrkeshögskoleexamen;5;Nej;Näringslivsakademin;Privat;2;0;35;70;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Bid manager/Offentlig upphandlare;Avslag;MYH 2024/3187;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;25;75;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Entreprenadupphandlare med hållbarhetsfokus;Avslag;MYH 2024/3528;Nej;1;Skåne;Lund;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;2;0;25;50;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköp & Supply Management;Beviljad;MYH 2024/3303;Nej;1;Västra Götaland;Göteborg;425;Bunden;100;Yrkeshögskoleexamen;5;Nej;NBI i Sverige AB;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare & Upphandlare med hållbarhetskompetens;Beviljad;MYH 2024/4116;Nej;1;Örebro;Örebro;430;Distans;100;Yrkeshögskoleexamen;5;Nej;AVT AB;Privat;4;3;30;120;30;30;30;0;0;90
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare / Upphandlare med hållbarhetskompetens;Avslag;MYH 2024/3134;Ja;5;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Folkuniversitetet - Kursverksamheten vid Stockholms universitet;Privat;4;0;35;140;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare med hållbarhetskompetens;Beviljad;MYH 2024/4077;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Näringslivsakademin;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare och Upphandlare med hållbarhetskompetens;Avslag;MYH 2024/3892;Ja;2;Flera kommuner;Flera kommuner;410;Bunden;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Affärshögskolan;Privat;3;0;27;81;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare och upphandlare med inriktning hållbarhet;Avslag;MYH 2024/3092;Nej;1;Uppsala;Uppsala;400;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare och upphandlare med inriktning hållbarhet;Avslag;MYH 2024/3093;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare och upphandlare med inriktning hållbarhet;Avslag;MYH 2024/3094;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Inköpare träindustri;Avslag;MYH 2024/3740;Nej;1;Västerbotten;Skellefteå;200;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;2;0;20;40;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Internationell produktutvecklande inköpare inom konfektion;Avslag;MYH 2024/4259;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stockholms Tillskärarakademi;Privat;3;0;20;60;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Kvalificerad Inköpare;Beviljad;MYH 2024/3489;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Företagsekonomiska Institutet 1888 AB;Privat;5;3;35;175;35;35;35;0;0;105
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Kvalificerad Inköpare;Avslag;MYH 2024/3494;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Företagsekonomiska Institutet 1888 AB;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Kvalificerad Inköpare;Avslag;MYH 2024/3497;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Företagsekonomiska Institutet 1888 AB;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Kvalificerad upphandlare till offentlig sektor;Avslag;MYH 2024/3259;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Stockholms Internationella Handelsskola AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Kvalificerad upphandlare till offentlig sektor;Avslag;MYH 2024/3677;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stockholms Internationella Handelsskola AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Offentlig upphandlare;Avslag;MYH 2024/3596;Nej;1;Örebro;Örebro;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;3;0;20;60;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Offentlig upphandlare;Avslag;MYH 2024/3918;Ja;2;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Montico Kompetensutveckling AB;Privat;2;0;20;40;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Offentlig upphandlare med hållbarhetskompetens;Avslag;MYH 2024/3464;Nej;1;Örebro;Örebro;420;Distans;100;Yrkeshögskoleexamen;5;Nej;Näringslivsakademin;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Public Bid Manager;Beviljad;MYH 2024/3238;Ja;3;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Göteborg;Privat;2;2;35;70;35;35;0;0;0;70
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategisk inköpare;Avslag;MYH 2024/3210;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategisk inköpare med hållbarhetsprofil;Avslag;MYH 2024/3512;Nej;1;Örebro;Örebro;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;4;0;35;140;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategiskt inköp och upphandling;Beviljad;MYH 2024/3754;Nej;1;Västra Götaland;Göteborg;430;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;One Academy AB;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategiskt inköp och upphandling;Beviljad;MYH 2024/3769;Nej;1;Östergötland;Linköping;430;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;One Academy AB;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategiskt inköp och upphandling;Beviljad;MYH 2024/3782;Ja;2;Flera kommuner;Flera kommuner;430;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;One Academy AB;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategiskt inköp och upphandling;Avslag;MYH 2024/3729;Ja;3;Flera kommuner;Flera kommuner;430;Distans;100;KvalificeradYrkeshögskoleexamen;6;Nej;One Academy AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341za;Utbildningar inom inköp och offentlig upphandling;Strategiskt inköp och upphandling;Avslag;MYH 2024/3792;Nej;1;Stockholm;Stockholm;430;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;One Academy AB;Privat;4;0;35;140;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-commerce Manager;Beviljad;MYH 2024/3410;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Göteborg;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-commerce manager;Avslag;MYH 2024/3072;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-commerce manager;Avslag;MYH 2024/3073;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-commerce manager;Avslag;MYH 2024/3074;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-commerce manager;Avslag;MYH 2024/3075;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-Commerce Manager;Avslag;MYH 2024/3182;Nej;1;Västra Götaland;Göteborg;410;Bunden;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Göteborg;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-Commerce Manager;Avslag;MYH 2024/3231;Ja;3;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Uddevalla kommun, Uddevalla Yrkeshögskola;Kommun;2;0;25;50;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-Commerce Manager;Avslag;MYH 2024/3305;Nej;1;Jönköping;Jönköping;415;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;4;0;35;140;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zc;Utbildningar inom e-handel;E-commerce Manager;Avslag;MYH 2024/3408;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zd;Utbildningar till optikerassistent;Optikerassistent;Avslag;MYH 2024/3354;Nej;1;Skåne;Malmö;200;Bunden;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;28;84;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zd;Utbildningar till optikerassistent;Optikerassistent;Avslag;MYH 2024/3576;Nej;1;Stockholm;Stockholm;200;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zd;Utbildningar till optikerassistent;Optikerassistent med klinisk inriktning;Beviljad;MYH 2024/3315;Nej;1;Jönköping;Jönköping;200;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Account Manager;Avslag;MYH 2024/3832;Ja;2;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Account Manager;Avslag;MYH 2024/3960;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stockholm School of Business;Privat;3;0;32;96;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Account Manager;Avslag;MYH 2024/4091;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Företagsekonomiska Institutet 1888 AB;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Account Manager – Hållbar Försäljning;Beviljad;MYH 2024/3010;Nej;1;Stockholm;Stockholm;230;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Stockholm;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;B2B-säljare;Avslag;MYH 2024/3208;Nej;1;Västmanland;Västerås;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;B2B-säljare;Avslag;MYH 2024/3262;Nej;1;Östergötland;Linköping;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;32;96;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;B2B-säljare med exportkompetens;Avslag;MYH 2024/4132;Nej;1;Västerbotten;Skellefteå;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Idéutvecklarna AB;Privat;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Customer success manager;Avslag;MYH 2024/3207;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Grit Academy;Privat;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Digital account manager;Avslag;MYH 2024/3064;Nej;1;Västra Götaland;Göteborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Digital account manager;Avslag;MYH 2024/3065;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Digital account manager;Avslag;MYH 2024/3066;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Digital Account Manager med hållbarhetskompetens;Avslag;MYH 2024/3450;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Näringslivsakademin;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Företagssäljare/B2B;Beviljad;MYH 2024/3005;Nej;1;Skåne;Lund;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Lund;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Företagssäljare/B2B;Avslag;MYH 2024/2993;Nej;1;Blekinge;Karlskrona;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Karlskrona;Privat;4;0;35;140;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;International Account Manager;Avslag;MYH 2024/4140;Ja;4;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Stockholm School of Business;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Internationell säljare och marknadsförare;Avslag;MYH 2024/3459;Ja;2;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Key Account Manager;Beviljad;MYH 2024/3234;Ja;3;Flera kommuner;Flera kommuner;225;Distans;50;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Malmö;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Key Account Manager;Beviljad;MYH 2024/3309;Nej;1;Stockholm;Stockholm;200;Distans;50;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Stockholm;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Software Account Manager;Avslag;MYH 2024/3804;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zg;Utbildningar inom företagsförsäljning;Säljare internationell handel B2B;Avslag;MYH 2024/3610;Nej;1;Västra Götaland;Lidköping;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Lidköpings kommun Campus Lidköping;Kommun;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zh;Utbildningar inom företagsförsäljning mot IT;Account Manager IT Sales;Avslag;MYH 2024/3365;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zh;Utbildningar inom företagsförsäljning mot IT;IT-Säljare;Avslag;MYH 2024/4231;Nej;1;Stockholm;Stockholm;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;IT-Högskolan Stockholm AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zl;Utbildningar inom företagsförsäljning mot övriga branscher/marknader;Försäljning och inköp av logistiktjänster;Avslag;MYH 2024/3845;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stockholms Internationella Handelsskola AB;Privat;3;0;32;96;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zl;Utbildningar inom företagsförsäljning mot övriga branscher/marknader;Technical Account Manager;Beviljad;MYH 2024/2985;Nej;1;Västra Götaland;Göteborg;420;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Göteborg;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zl;Utbildningar inom företagsförsäljning mot övriga branscher/marknader;Technical Account Manager;Beviljad;MYH 2024/2986;Nej;1;Örebro;Örebro;420;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Örebro;Privat;4;3;35;140;35;35;35;0;0;105
Ekonomi, administration och försäljning;341zl;Utbildningar inom företagsförsäljning mot övriga branscher/marknader;Technical Sales Manager;Beviljad;MYH 2024/3859;Nej;1;Stockholm;Stockholm;415;Bunden;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Teknikhögskolan;Privat;4;3;30;120;30;30;30;0;0;90
Ekonomi, administration och försäljning;341zl;Utbildningar inom företagsförsäljning mot övriga branscher/marknader;Technical Sales Manager;Avslag;MYH 2024/3478;Nej;1;Skåne;Helsingborg;410;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zl;Utbildningar inom företagsförsäljning mot övriga branscher/marknader;Technical Sales Manager;Avslag;MYH 2024/3500;Ja;2;Flera kommuner;Flera kommuner;410;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zy;Övriga utbildningar inköp, försäljning och distribution;Business & Sustainable Fashion Developer;Avslag;MYH 2024/4202;Nej;1;Stockholm;Botkyrka;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Stiftelsen PROTEKO - Nordiska Textilakademin;Privat;3;0;20;60;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zy;Övriga utbildningar inköp, försäljning och distribution;Solution Sales Manager;Avslag;MYH 2024/3863;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Affärshögskolan;Privat;5;0;35;175;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zy;Övriga utbildningar inköp, försäljning och distribution;Sustainable Supply Chain Manager;Avslag;MYH 2024/3269;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;341zy;Övriga utbildningar inköp, försäljning och distribution;Sustainable Supply Chain Manager;Avslag;MYH 2024/3271;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Göteborg;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;AI & Data Marketing Developer;Avslag;MYH 2024/3938;Ja;3;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin(Marknad);Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;AI Creative Specialist;Avslag;MYH 2024/3321;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;AI Marketing and Sales Specialist;Avslag;MYH 2024/3267;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sälj & Marknadshögskolan i Sverige AB - Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Customer Success Manager;Avslag;MYH 2024/3968;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;3;0;30;90;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital Content Creator;Avslag;MYH 2024/3493;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Affärshögskolan;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital Marketing Manager;Avslag;MYH 2024/4047;Ja;5;Flera kommuner;Flera kommuner;320;Distans;100;Yrkeshögskoleexamen;5;Nej;Medieinstitutet i Sverige AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital Marketing Specialist;Beviljad;MYH 2024/3233;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Göteborg;Privat;3;3;35;105;35;35;35;0;0;105
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital Marketing Specialist;Avslag;MYH 2024/3241;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Malmö;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital marknadsförare;Avslag;MYH 2024/3067;Nej;1;Skåne;Malmö;400;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital marknadsförare;Avslag;MYH 2024/3069;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital marknadsförare;Avslag;MYH 2024/3070;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital marknadsförare;Avslag;MYH 2024/3396;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Stockholms Internationella Handelsskola AB;Privat;4;0;35;140;0;0;0;0;0;0
Ekonomi, administration och försäljning;342za;Utbildningar inom marknadsföring;Digital marknadsföring och e-handel;Avslag;MYH 2024/3502;Nej;1;Västra Götaland;Göteborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Affärshögskolan;Privat;3;0;35;105;0;0;0;0;0;0
